api  | 2025-10-20T19:47:37.188988934Z {"level":30,"time":1760989657188,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:36:36.226685429Z {"level":30,"time":1760999796226,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:36:46.278322176Z {"level":30,"time":1760999806278,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:36:56.323124226Z {"level":30,"time":1760999816323,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:37:06.356191797Z {"level":30,"time":1760999826355,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:37:16.418004587Z {"level":30,"time":1760999836417,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:37:26.460082274Z {"level":30,"time":1760999846459,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:37:36.503194371Z {"level":30,"time":1760999856503,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:37:46.559423056Z {"level":30,"time":1760999866559,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:37:56.603580111Z {"level":30,"time":1760999876603,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:38:06.654554784Z {"level":30,"time":1760999886654,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:38:16.698348911Z {"level":30,"time":1760999896697,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:38:26.742734590Z {"level":30,"time":1760999906742,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:38:36.789423876Z {"level":30,"time":1760999916789,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:38:46.841728287Z {"level":30,"time":1760999926841,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:38:56.885014128Z {"level":30,"time":1760999936884,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:39:06.940423220Z {"level":30,"time":1760999946940,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:39:16.987829114Z {"level":30,"time":1760999956987,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:39:27.027857425Z {"level":30,"time":1760999967027,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:39:37.082669263Z {"level":30,"time":1760999977082,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:39:47.130570824Z {"level":30,"time":1760999987130,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:39:57.174663853Z {"level":30,"time":1760999997174,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:40:07.221854993Z {"level":30,"time":1761000007221,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:40:17.265878152Z {"level":30,"time":1761000017265,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:40:27.313315952Z {"level":30,"time":1761000027313,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:40:37.373878812Z {"level":30,"time":1761000037373,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:40:47.432516497Z {"level":30,"time":1761000047432,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:40:57.477222864Z {"level":30,"time":1761000057477,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:41:07.524887869Z {"level":30,"time":1761000067524,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:41:17.574998232Z {"level":30,"time":1761000077574,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:41:27.615362595Z {"level":30,"time":1761000087615,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:41:37.674696803Z {"level":30,"time":1761000097674,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:41:47.715731805Z {"level":30,"time":1761000107715,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:41:57.787669311Z {"level":30,"time":1761000117787,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:42:07.832986938Z {"level":30,"time":1761000127832,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:42:17.893502446Z {"level":30,"time":1761000137893,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:42:27.937021649Z {"level":30,"time":1761000147936,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:42:37.992606341Z {"level":30,"time":1761000157992,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:42:48.052800252Z {"level":30,"time":1761000168052,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:42:58.116019212Z {"level":30,"time":1761000178115,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:43:08.165793650Z {"level":30,"time":1761000188165,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:43:18.210141580Z {"level":30,"time":1761000198209,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:43:28.257813882Z {"level":30,"time":1761000208257,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:43:38.306519203Z {"level":30,"time":1761000218306,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:43:48.344839688Z {"level":30,"time":1761000228344,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:43:58.384666554Z {"level":30,"time":1761000238384,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:44:08.431629762Z {"level":30,"time":1761000248431,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:44:18.480996226Z {"level":30,"time":1761000258480,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:44:28.536234794Z {"level":30,"time":1761000268535,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:44:38.604347171Z {"level":30,"time":1761000278604,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:44:48.638948117Z {"level":30,"time":1761000288638,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:44:58.699502263Z {"level":30,"time":1761000298699,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:45:08.733786219Z {"level":30,"time":1761000308733,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:45:18.774709633Z {"level":30,"time":1761000318774,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:45:28.818692888Z {"level":30,"time":1761000328818,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:45:38.874477978Z {"level":30,"time":1761000338874,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:45:48.918766675Z {"level":30,"time":1761000348918,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:45:58.981977722Z {"level":30,"time":1761000358981,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:46:09.024766811Z {"level":30,"time":1761000369024,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:46:19.072261893Z {"level":30,"time":1761000379072,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:46:29.124823292Z {"level":30,"time":1761000389124,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:46:39.159856489Z {"level":30,"time":1761000399159,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:46:49.203497996Z {"level":30,"time":1761000409203,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:46:59.252282597Z {"level":30,"time":1761000419252,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:47:09.298355668Z {"level":30,"time":1761000429298,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:47:19.341914370Z {"level":30,"time":1761000439341,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:47:29.397835294Z {"level":30,"time":1761000449397,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:47:39.442126123Z {"level":30,"time":1761000459441,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:47:49.477960788Z {"level":30,"time":1761000469477,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:47:59.529903461Z {"level":30,"time":1761000479529,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:48:09.576532471Z {"level":30,"time":1761000489576,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:48:19.616975177Z {"level":30,"time":1761000499616,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:48:29.672883071Z {"level":30,"time":1761000509672,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:48:39.739550321Z {"level":30,"time":1761000519739,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:48:49.779726993Z {"level":30,"time":1761000529779,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:48:59.828173299Z {"level":30,"time":1761000539827,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:49:09.870106905Z {"level":30,"time":1761000549870,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:49:19.926638785Z {"level":30,"time":1761000559926,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:49:29.987670231Z {"level":30,"time":1761000569987,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:49:40.029549266Z {"level":30,"time":1761000580029,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:49:50.085667589Z {"level":30,"time":1761000590085,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:50:00.154318588Z {"level":30,"time":1761000600154,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:50:10.191682116Z {"level":30,"time":1761000610191,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:50:20.240663546Z {"level":30,"time":1761000620240,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:50:30.284861039Z {"level":30,"time":1761000630284,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:50:40.323417762Z {"level":30,"time":1761000640323,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:50:50.371819750Z {"level":30,"time":1761000650371,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:51:00.415570127Z {"level":30,"time":1761000660415,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:51:10.467521451Z {"level":30,"time":1761000670467,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:51:20.502420278Z {"level":30,"time":1761000680502,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:51:30.546792026Z {"level":30,"time":1761000690546,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:51:40.585921651Z {"level":30,"time":1761000700585,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:51:50.629376758Z {"level":30,"time":1761000710629,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:52:00.673542744Z {"level":30,"time":1761000720673,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:52:10.733101871Z {"level":30,"time":1761000730733,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:52:20.780367387Z {"level":30,"time":1761000740780,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:52:30.820372959Z {"level":30,"time":1761000750820,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:52:40.892987681Z {"level":30,"time":1761000760892,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:52:50.931735500Z {"level":30,"time":1761000770931,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:53:00.984690267Z {"level":30,"time":1761000780984,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:53:11.051019560Z {"level":30,"time":1761000791050,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:53:21.111142673Z {"level":30,"time":1761000801111,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:53:31.175360275Z {"level":30,"time":1761000811175,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:53:41.209451195Z {"level":30,"time":1761000821209,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:53:51.254354742Z {"level":30,"time":1761000831254,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:54:01.326058035Z {"level":30,"time":1761000841325,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:54:11.393251858Z {"level":30,"time":1761000851393,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:54:21.453496354Z {"level":30,"time":1761000861453,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:54:31.509002356Z {"level":30,"time":1761000871508,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:54:41.552670257Z {"level":30,"time":1761000881552,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:54:51.595849487Z {"level":30,"time":1761000891595,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:55:01.639988137Z {"level":30,"time":1761000901639,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:55:11.695365980Z {"level":30,"time":1761000911695,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:55:21.751496221Z {"level":30,"time":1761000921751,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:55:31.795868173Z {"level":30,"time":1761000931795,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:55:41.841572851Z {"level":30,"time":1761000941841,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:55:51.878339382Z {"level":30,"time":1761000951878,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:56:01.926184745Z {"level":30,"time":1761000961926,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:56:11.981555262Z {"level":30,"time":1761000971981,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:56:22.042391784Z {"level":30,"time":1761000982042,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:56:32.105827442Z {"level":30,"time":1761000992105,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:56:42.148061142Z {"level":30,"time":1761001002147,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:56:52.208459361Z {"level":30,"time":1761001012208,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:57:02.248908061Z {"level":30,"time":1761001022248,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:57:12.291095632Z {"level":30,"time":1761001032290,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:57:22.327568218Z {"level":30,"time":1761001042327,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:57:32.376383181Z {"level":30,"time":1761001052376,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:57:42.442287788Z {"level":30,"time":1761001062441,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:57:52.494164695Z {"level":30,"time":1761001072494,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:58:02.534652443Z {"level":30,"time":1761001082534,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
